dateTime,airTempF,precipInches,leafWetnessMinutes,rhPercent,windSpeedMph,windDirDegrees,solarRadLangleys,soilTempF,SoilMoistM3M3,dewpointF
09/18/2020 05:00 EDT,50.5,0.00,60,93,2.2,312,0,60.6,0.19,49
09/18/2020 04:00 EDT,49.5,0.00,60,95,1.6,358,0,60.8,0.19,48
09/18/2020 03:00 EDT,48.9,0.00,60,98,0.7,358,0,61.0,0.19,48
09/18/2020 02:00 EDT,46.0,0.00,60,98,1.6,358,0,61.3,0.19,45
09/18/2020 01:00 EDT,48.6,0.00,60,96,0.7,358,0,61.9,0.19,48
09/18/2020 00:00 EDT,47.5,0.00,60,96,0.7,358,0,62.4,0.19,46
09/17/2020 23:00 EDT,48.7,0.00,60,96,1.6,358,0,63.0,0.18,48
09/17/2020 22:00 EDT,50.7,0.00,60,96,0.7,358,0,63.7,0.18,50
09/17/2020 21:00 EDT,52.9,0.00,60,93,0.0,358,0,64.4,0.18,51
09/17/2020 20:00 EDT,55.6,0.00,25,88,0.7,4,0,64.9,0.18,52
09/17/2020 19:00 EDT,59.2,0.00,0,79,0.7,313,6,65.5,0.18,53
09/17/2020 18:00 EDT,62.4,0.00,0,71,2.2,14,11,65.7,0.18,53
09/17/2020 17:00 EDT,63.0,0.00,0,71,1.6,98,16,65.7,0.18,53
09/17/2020 16:00 EDT,65.1,0.00,0,68,2.9,337,23,65.3,0.18,54
09/17/2020 15:00 EDT,66.2,0.00,0,66,2.2,333,27,64.6,0.18,54
09/17/2020 14:00 EDT,64.9,0.00,0,73,3.8,46,30,63.7,0.19,56
09/17/2020 13:00 EDT,65.1,0.00,0,75,2.9,354,30,63.0,0.19,57
09/17/2020 12:00 EDT,63.3,0.00,9,85,2.2,345,11,62.2,0.19,59
09/17/2020 11:00 EDT,61.5,0.00,12,90,2.2,320,9,61.9,0.19,59
09/17/2020 10:00 EDT,60.3,0.00,36,93,3.8,303,5,61.5,0.19,58
09/17/2020 09:00 EDT,58.6,0.00,16,90,0.7,337,2,61.3,0.19,56
09/17/2020 08:00 EDT,57.7,0.00,15,90,0.0,218,1,61.2,0.19,55
09/17/2020 07:00 EDT,55.8,0.00,35,92,0.0,219,0,61.2,0.19,54
09/17/2020 06:00 EDT,52.3,0.00,60,91,0.7,219,0,61.3,0.19,50
09/17/2020 05:00 EDT,52.9,0.00,14,88,0.7,160,0,61.7,0.19,49
09/17/2020 04:00 EDT,55.2,0.00,0,83,1.6,160,0,61.9,0.19,50
09/17/2020 03:00 EDT,56.3,0.00,0,79,2.9,146,0,62.2,0.19,50
09/17/2020 02:00 EDT,56.8,0.00,0,76,2.2,147,0,62.8,0.19,49
09/17/2020 01:00 EDT,58.3,0.00,0,71,2.9,140,0,63.1,0.19,49
09/17/2020 00:00 EDT,61.0,0.00,0,64,5.1,152,0,63.7,0.19,49
09/16/2020 23:00 EDT,58.3,0.00,0,70,3.8,110,0,64.2,0.19,49
09/16/2020 22:00 EDT,61.7,0.00,0,59,0.7,161,0,64.9,0.19,47
09/16/2020 21:00 EDT,63.3,0.00,0,55,5.1,153,0,65.7,0.19,47
09/16/2020 20:00 EDT,62.6,0.00,2,64,0.0,201,0,66.4,0.18,50
09/16/2020 19:00 EDT,64.4,0.00,0,70,0.7,139,6,67.1,0.18,54
09/16/2020 18:00 EDT,72.9,0.00,0,56,2.2,166,17,67.3,0.19,56
09/16/2020 17:00 EDT,75.9,0.00,0,43,5.1,174,31,67.1,0.19,52
09/16/2020 16:00 EDT,76.3,0.00,0,40,6.7,174,44,66.7,0.19,50
09/16/2020 15:00 EDT,75.2,0.00,0,42,8.3,181,52,66.2,0.19,51
09/16/2020 14:00 EDT,73.4,0.00,0,47,6.7,147,56,64.8,0.19,52
09/16/2020 13:00 EDT,69.4,0.00,0,58,8.9,133,58,63.3,0.19,54
09/16/2020 12:00 EDT,67.8,0.00,0,57,7.4,159,54,61.7,0.19,52
09/16/2020 11:00 EDT,65.3,0.00,0,57,6.7,161,46,60.4,0.19,50
09/16/2020 10:00 EDT,61.7,0.00,0,64,6.7,159,33,59.7,0.19,49
09/16/2020 09:00 EDT,56.7,0.00,0,71,7.4,152,18,59.4,0.19,47
09/16/2020 08:00 EDT,53.6,0.00,6,75,3.8,138,6,59.4,0.19,46
09/16/2020 07:00 EDT,52.0,0.00,12,77,3.8,138,0,59.7,0.19,45
09/16/2020 06:00 EDT,51.8,0.00,12,77,3.8,142,0,60.1,0.19,45
09/16/2020 05:00 EDT,52.0,0.00,12,77,2.9,128,0,60.3,0.19,45
09/16/2020 04:00 EDT,51.6,0.00,12,78,4.5,147,0,60.6,0.19,45
09/16/2020 03:00 EDT,52.2,0.00,12,76,2.9,152,0,61.0,0.19,45
09/16/2020 02:00 EDT,52.5,0.00,14,77,3.8,142,0,61.5,0.19,45
09/16/2020 01:00 EDT,51.4,0.00,52,81,2.2,145,0,62.1,0.19,46
09/16/2020 00:00 EDT,46.6,0.00,60,91,0.0,149,0,62.6,0.19,44
09/15/2020 23:00 EDT,47.8,0.00,60,88,0.7,149,0,63.3,0.19,44
09/15/2020 22:00 EDT,52.9,0.00,60,79,2.2,149,0,64.0,0.19,47
09/15/2020 21:00 EDT,49.6,0.00,60,91,0.0,149,0,64.9,0.19,47
09/15/2020 20:00 EDT,52.2,0.00,0,88,0.7,147,0,65.7,0.19,49
09/15/2020 19:00 EDT,57.4,0.00,0,73,1.1,129,5,66.2,0.2,49
09/15/2020 18:00 EDT,62.6,0.00,0,58,1.6,147,16,66.7,0.19,48
09/15/2020 17:00 EDT,64.2,0.00,0,54,2.2,121,32,66.6,0.19,47
09/15/2020 16:00 EDT,64.8,0.00,0,53,2.2,56,44,66.4,0.19,47
09/15/2020 15:00 EDT,63.7,0.00,0,57,5.1,107,56,65.7,0.19,48
09/15/2020 14:00 EDT,61.7,0.00,0,62,7.4,105,61,64.4,0.19,49
09/15/2020 13:00 EDT,59.7,0.00,0,59,6.7,124,59,63.0,0.19,45
09/15/2020 12:00 EDT,58.3,0.00,0,62,6.0,140,49,61.5,0.19,45
09/15/2020 11:00 EDT,57.4,0.00,0,66,3.8,133,41,60.3,0.19,46
09/15/2020 10:00 EDT,55.2,0.00,3,79,2.9,150,30,59.5,0.19,49
09/15/2020 09:00 EDT,51.3,0.00,54,90,0.7,298,17,59.2,0.20,48
09/15/2020 08:00 EDT,43.3,0.00,60,98,0.0,298,5,59.4,0.20,43
09/15/2020 07:00 EDT,39.7,0.00,60,98,0.7,298,0,59.9,0.20,39
09/15/2020 06:00 EDT,39.2,0.00,60,98,0.0,298,0,60.4,0.20,39
09/15/2020 05:00 EDT,40.6,0.00,60,97,1.6,298,0,61.0,0.19,40
09/15/2020 04:00 EDT,41.7,0.00,60,96,1.6,298,0,61.5,0.19,41
09/15/2020 03:00 EDT,43.0,0.00,60,93,1.6,298,0,62.1,0.19,41
09/15/2020 02:00 EDT,44.8,0.00,45,91,0.0,298,0,62.6,0.19,42
09/15/2020 01:00 EDT,48.4,0.00,12,83,4.5,281,0,63.1,0.19,43
09/15/2020 00:00 EDT,48.7,0.00,12,82,4.5,282,0,63.9,0.19,43
09/14/2020 23:00 EDT,49.3,0.00,30,81,4.5,286,0,64.6,0.19,44
09/14/2020 22:00 EDT,49.1,0.00,53,82,2.2,286,0,65.5,0.19,44
09/14/2020 21:00 EDT,47.8,0.01,60,87,3.8,272,0,66.4,0.19,44
09/14/2020 20:00 EDT,47.1,0.00,34,89,2.2,274,0,67.5,0.19,44
09/14/2020 19:00 EDT,54.3,0.00,0,69,2.2,310,6,68.4,0.19,44
09/14/2020 18:00 EDT,58.1,0.00,0,59,3.8,310,19,68.9,0.19,44
09/14/2020 17:00 EDT,59.9,0.00,0,54,4.5,327,32,69.3,0.19,43
09/14/2020 16:00 EDT,61.3,0.00,0,54,6.0,312,44,69.3,0.19,45
09/14/2020 15:00 EDT,61.9,0.00,0,49,6.7,313,55,69.1,0.19,43
09/14/2020 14:00 EDT,63.1,0.00,0,56,6.7,319,50,68.4,0.19,47
09/14/2020 13:00 EDT,62.1,0.00,0,61,5.1,324,53,67.3,0.19,48
09/14/2020 12:00 EDT,63.5,0.00,0,62,5.1,326,53,66.0,0.19,50
09/14/2020 11:00 EDT,63.5,0.00,0,69,4.5,317,36,64.9,0.19,53
09/14/2020 10:00 EDT,61.0,0.01,0,76,5.1,313,18,64.2,0.20,53
09/14/2020 09:00 EDT,59.9,0.00,0,85,5.1,306,13,64.0,0.20,55
09/14/2020 08:00 EDT,59.0,0.00,1,85,5.1,296,6,64.0,0.20,54
09/14/2020 07:00 EDT,56.7,0.00,9,87,4.5,299,0,64.4,0.20,53
09/14/2020 06:00 EDT,57.6,0.00,9,86,5.1,291,0,64.8,0.19,53
09/14/2020 05:00 EDT,57.7,0.00,11,86,4.5,299,0,65.1,0.19,54
09/14/2020 04:00 EDT,58.3,0.00,12,85,3.8,292,0,65.7,0.19,54
09/14/2020 03:00 EDT,59.2,0.00,8,86,2.9,309,0,66.0,0.19,55
09/14/2020 02:00 EDT,62.2,0.00,0,79,6.0,309,0,66.6,0.19,56
09/14/2020 01:00 EDT,65.1,0.00,0,80,6.7,313,0,66.7,0.19,59
09/14/2020 00:00 EDT,64.4,0.00,5,82,2.2,293,0,67.1,0.19,59
09/13/2020 23:00 EDT,65.7,0.01,0,80,2.9,307,0,67.5,0.19,59
09/13/2020 22:00 EDT,67.5,0.00,0,77,2.9,309,0,67.8,0.19,60
09/13/2020 21:00 EDT,68.7,0.00,1,78,2.9,286,0,68.0,0.19,62
09/13/2020 20:00 EDT,69.8,0.00,7,84,2.9,299,0,68.4,0.19,65
09/13/2020 19:00 EDT,69.8,0.01,0,85,2.9,223,5,68.4,0.19,65
09/13/2020 18:00 EDT,71.6,0.00,0,84,2.9,178,13,68.2,0.19,66
09/13/2020 17:00 EDT,72.3,0.00,0,83,5.1,205,18,67.8,0.19,67
09/13/2020 16:00 EDT,70.4,0.00,0,87,5.5,192,22,67.3,0.2,66
09/13/2020 15:00 EDT,68.5,0.01,20,91,6.0,168,20,66.7,0.19,66
09/13/2020 14:00 EDT,65.7,0.01,59,94,7.4,149,10,66.6,0.19,64
09/13/2020 13:00 EDT,64.8,0.01,27,91,5.1,174,7,66.4,0.19,62
09/13/2020 12:00 EDT,64.9,0.01,50,89,8.3,164,6,66.4,0.19,62
09/13/2020 11:00 EDT,64.2,0.02,57,89,7.4,157,7,66.4,0.19,61
09/13/2020 10:00 EDT,63.1,0.00,55,90,7.4,138,4,66.4,0.19,60
09/13/2020 09:00 EDT,63.7,0.00,5,82,7.4,152,8,66.2,0.18,58
09/13/2020 08:00 EDT,64.8,0.00,0,81,7.4,131,6,66.2,0.18,59
09/13/2020 07:00 EDT,64.2,0.00,0,81,8.9,140,0,66.4,0.18,58
09/13/2020 06:00 EDT,64.4,0.00,0,80,10.5,139,0,66.4,0.18,58
09/13/2020 05:00 EDT,64.2,0.00,0,80,8.9,142,0,66.6,0.18,58
09/13/2020 04:00 EDT,64.8,0.00,0,80,9.6,150,0,66.7,0.18,58
09/13/2020 03:00 EDT,65.1,0.00,0,79,9.6,147,0,66.9,0.18,58
09/13/2020 02:00 EDT,65.1,0.00,0,80,8.3,135,0,67.1,0.18,59
09/13/2020 01:00 EDT,64.8,0.00,0,80,7.4,140,0,67.5,0.18,58
09/13/2020 00:00 EDT,65.7,0.00,0,78,8.3,136,0,67.6,0.18,59
09/12/2020 23:00 EDT,66.4,0.00,0,76,9.6,150,0,68.0,0.18,59
09/12/2020 22:00 EDT,66.2,0.00,0,75,7.4,138,0,68.4,0.18,58
09/12/2020 21:00 EDT,67.3,0.00,0,73,9.6,150,0,68.9,0.18,58
09/12/2020 20:00 EDT,67.8,0.00,0,72,8.9,154,0,69.4,0.18,58
09/12/2020 19:00 EDT,68.0,0.00,0,72,8.9,150,8,69.8,0.18,59
09/12/2020 18:00 EDT,69.1,0.00,0,72,8.9,152,16,70.2,0.18,60
09/12/2020 17:00 EDT,69.3,0.00,0,70,11.2,150,28,70.3,0.18,59
09/12/2020 16:00 EDT,70.2,0.00,0,70,11.9,143,41,70.2,0.18,60
09/12/2020 15:00 EDT,71.2,0.00,0,68,10.5,146,52,69.6,0.18,60
09/12/2020 14:00 EDT,70.9,0.00,0,70,9.6,150,65,68.4,0.18,61
09/12/2020 13:00 EDT,69.1,0.00,0,72,11.2,154,58,66.7,0.18,60
09/12/2020 12:00 EDT,66.9,0.00,0,75,9.6,139,57,64.9,0.18,59
09/12/2020 11:00 EDT,62.1,0.00,0,81,8.3,121,47,63.7,0.18,56
09/12/2020 10:00 EDT,57.4,0.00,5,89,7.4,131,37,62.8,0.19,54
09/12/2020 09:00 EDT,52.7,0.00,46,98,2.2,100,10,62.2,0.19,52
09/12/2020 08:00 EDT,47.3,0.00,60,99,0.7,303,4,62.2,0.19,47
09/12/2020 07:00 EDT,42.3,0.00,60,100,0.0,303,0,62.4,0.19,42
09/12/2020 06:00 EDT,40.8,0.00,60,100,0.0,303,0,62.8,0.19,41
09/12/2020 05:00 EDT,41.2,0.00,60,99,0.0,303,0,63.3,0.19,41
09/12/2020 04:00 EDT,42.3,0.00,60,99,0.7,303,0,63.9,0.19,42
09/12/2020 03:00 EDT,42.1,0.00,60,99,0.7,303,0,64.4,0.19,42
09/12/2020 02:00 EDT,43.9,0.00,60,99,1.6,306,0,64.9,0.19,44
09/12/2020 01:00 EDT,43.2,0.00,60,98,1.6,307,0,65.7,0.19,43
09/12/2020 00:00 EDT,44.6,0.00,60,98,0.7,307,0,66.2,0.18,44
09/11/2020 23:00 EDT,44.4,0.00,60,97,0.7,309,0,66.9,0.18,44
09/11/2020 22:00 EDT,46.4,0.00,60,96,1.6,321,0,67.8,0.18,45
09/11/2020 21:00 EDT,48.4,0.00,60,95,0.7,321,0,68.7,0.18,47
09/11/2020 20:00 EDT,50.4,0.00,48,92,0.7,321,0,69.6,0.18,48
09/11/2020 19:00 EDT,55.9,0.00,0,78,0.7,323,9,70.3,0.18,49
09/11/2020 18:00 EDT,58.8,0.00,0,73,2.9,330,14,70.5,0.18,50
09/11/2020 17:00 EDT,60.1,0.00,0,72,1.6,354,17,70.7,0.18,51
09/11/2020 16:00 EDT,59.4,0.00,0,73,5.1,317,22,70.5,0.18,51
09/11/2020 15:00 EDT,60.4,0.00,0,74,2.9,334,28,70.3,0.18,52
09/11/2020 14:00 EDT,60.6,0.00,0,73,2.9,20,32,70.0,0.18,52
09/11/2020 13:00 EDT,60.6,0.00,0,72,2.9,341,31,69.4,0.18,52
09/11/2020 12:00 EDT,58.5,0.00,0,78,4.5,323,21,69.3,0.19,52
09/11/2020 11:00 EDT,57.7,0.00,0,81,2.9,333,16,69.3,0.19,52
09/11/2020 10:00 EDT,58.1,0.00,0,82,3.8,343,19,69.1,0.19,53
09/11/2020 09:00 EDT,56.8,0.00,13,90,2.9,319,11,69.1,0.19,54
09/11/2020 08:00 EDT,56.1,0.00,60,96,2.9,320,1,69.3,0.19,55
09/11/2020 07:00 EDT,55.9,0.00,60,97,2.2,345,0,69.8,0.19,55
09/11/2020 06:00 EDT,55.8,0.01,60,98,1.6,348,0,70.2,0.19,55
09/11/2020 05:00 EDT,56.7,0.01,60,97,2.2,331,0,70.5,0.19,56
09/11/2020 04:00 EDT,58.1,0.00,50,97,1.6,60,0,70.9,0.19,57
09/11/2020 03:00 EDT,58.8,0.00,28,94,1.6,352,0,71.2,0.18,57
09/11/2020 02:00 EDT,58.6,0.00,36,94,2.2,18,0,71.6,0.18,57
09/11/2020 01:00 EDT,58.6,0.00,58,95,2.2,27,0,72.0,0.18,57
09/11/2020 00:00 EDT,60.8,0.00,14,92,2.9,347,0,72.5,0.18,58
09/10/2020 23:00 EDT,63.7,0.00,4,89,2.2,357,0,72.9,0.18,60
09/10/2020 22:00 EDT,64.8,0.00,7,86,2.9,299,0,73.4,0.18,61
09/10/2020 21:00 EDT,65.1,0.00,8,87,1.6,298,0,73.9,0.18,61
09/10/2020 20:00 EDT,66.4,0.00,0,85,2.2,314,0,74.5,0.18,62
09/10/2020 19:00 EDT,67.1,0.00,1,86,3.8,313,1,75.2,0.18,63
09/10/2020 18:00 EDT,67.6,0.00,0,87,3.8,320,4,75.7,0.18,64
09/10/2020 17:00 EDT,70.5,0.00,0,82,2.2,352,10,76.1,0.18,65
09/10/2020 16:00 EDT,71.6,0.00,0,82,4.5,4,22,76.3,0.18,66
09/10/2020 15:00 EDT,72.9,0.00,0,81,3.8,329,21,76.3,0.18,67
09/10/2020 14:00 EDT,75.6,0.00,0,76,5.1,323,45,75.6,0.18,67
09/10/2020 13:00 EDT,77.5,0.00,0,75,7.4,285,41,74.5,0.18,69
09/10/2020 12:00 EDT,78.4,0.00,0,70,3.8,331,57,73.0,0.18,68
09/10/2020 11:00 EDT,77.3,0.00,0,71,4.3,317,46,-,-,67
09/10/2020 10:00 EDT,75.9,0.00,0,79,2.3,179,34,-,-,69
09/10/2020 09:00 EDT,69.6,0.00,25,95,3.4,156,22,-,-,68
09/10/2020 08:00 EDT,64.8,0.00,60,99,1.3,146,8,-,-,65
09/10/2020 07:00 EDT,64.9,0.00,60,96,1.6,168,0,70.9,0.19,64
09/10/2020 06:00 EDT,63.9,0.00,60,99,2.2,131,0,71.2,0.19,64
09/10/2020 05:00 EDT,63.5,0.00,60,99,1.6,140,0,71.8,0.18,63
09/10/2020 04:00 EDT,64.8,0.00,60,99,2.2,145,0,72.1,0.18,65
09/10/2020 03:00 EDT,65.5,0.00,60,98,2.9,190,0,72.3,0.18,65
09/10/2020 02:00 EDT,65.1,0.00,53,97,2.2,146,0,72.7,0.18,64
09/10/2020 01:00 EDT,65.7,0.00,48,95,2.2,161,0,73.0,0.18,64
09/10/2020 00:00 EDT,66.0,0.00,59,95,1.6,274,0,73.6,0.18,65
09/09/2020 23:00 EDT,65.7,0.00,60,95,2.2,275,0,74.1,0.18,64
09/09/2020 22:00 EDT,65.3,0.00,50,95,2.2,284,0,74.8,0.18,64
09/09/2020 21:00 EDT,66.6,0.00,25,93,1.6,320,0,75.6,0.18,65
09/09/2020 20:00 EDT,66.7,0.00,19,92,2.2,321,0,76.5,0.18,64
09/09/2020 19:00 EDT,68.2,0.00,4,88,4.5,317,8,77.4,0.18,65
09/09/2020 18:00 EDT,75.0,0.00,0,78,4.5,327,22,77.7,0.18,68
09/09/2020 17:00 EDT,82.2,0.00,0,68,2.9,334,33,77.7,0.18,71
09/09/2020 16:00 EDT,82.2,0.00,0,69,2.2,4,45,77.7,0.18,71
09/09/2020 15:00 EDT,86.2,0.00,0,57,3.8,56,59,76.8,0.19,69
09/09/2020 14:00 EDT,85.8,0.00,0,58,2.9,32,63,75.2,0.19,69
09/09/2020 13:00 EDT,85.1,0.00,0,57,2.2,81,63,73.2,0.19,68
09/09/2020 12:00 EDT,80.8,0.00,0,64,3.8,118,57,71.2,0.19,67
09/09/2020 11:00 EDT,77.0,0.00,0,73,4.5,104,48,69.4,0.19,68
09/09/2020 10:00 EDT,74.5,0.00,0,79,2.9,104,36,68.4,0.19,68
09/09/2020 09:00 EDT,69.4,0.00,15,90,3.8,136,22,68.0,0.19,66
09/09/2020 08:00 EDT,62.2,0.00,60,98,0.7,340,8,68.0,0.19,62
09/09/2020 07:00 EDT,56.7,0.00,60,99,0.7,340,0,68.4,0.19,56
09/09/2020 06:00 EDT,56.1,0.00,60,99,0.7,174,0,68.9,0.19,56
09/09/2020 05:00 EDT,55.9,0.00,60,99,0.7,174,0,69.3,0.19,56
09/09/2020 04:00 EDT,58.1,0.00,60,98,0.7,312,0,69.8,0.19,58
09/09/2020 03:00 EDT,58.1,0.00,60,97,0.7,334,0,70.3,0.19,57
09/09/2020 02:00 EDT,59.4,0.00,60,97,0.7,222,0,70.9,0.19,59
09/09/2020 01:00 EDT,59.9,0.00,60,95,1.6,220,0,71.4,0.19,58
09/09/2020 00:00 EDT,61.3,0.00,55,94,2.9,277,0,72.0,0.19,60
09/08/2020 23:00 EDT,62.1,0.00,36,93,5.1,291,0,72.7,0.19,60
09/08/2020 22:00 EDT,63.0,0.00,18,92,3.8,272,0,73.4,0.19,61
09/08/2020 21:00 EDT,63.1,0.00,10,91,3.8,300,0,74.1,0.19,60
09/08/2020 20:00 EDT,64.9,0.00,0,87,2.9,307,0,75.2,0.19,61
09/08/2020 19:00 EDT,67.6,0.00,0,82,4.5,305,10,75.9,0.19,62
09/08/2020 18:00 EDT,72.3,0.00,0,77,4.5,329,24,76.5,0.19,65
09/08/2020 17:00 EDT,77.9,0.00,0,69,6.0,324,37,76.5,0.19,67
09/08/2020 16:00 EDT,83.1,0.00,0,61,2.2,345,39,76.1,0.19,68
09/08/2020 15:00 EDT,84.7,0.00,0,59,2.2,65,43,75.6,0.19,69
09/08/2020 14:00 EDT,81.5,0.00,0,60,2.2,21,56,74.1,0.19,66
09/08/2020 13:00 EDT,79.7,0.00,0,66,2.2,77,63,72.3,0.19,67
09/08/2020 12:00 EDT,75.9,0.00,0,69,5.1,171,52,70.5,0.19,65
09/08/2020 11:00 EDT,72.9,0.00,0,74,6.7,117,47,69.1,0.19,64
09/08/2020 10:00 EDT,71.4,0.00,0,81,2.2,117,35,68.2,0.19,65
09/08/2020 09:00 EDT,68.7,0.00,4,84,2.2,66,19,67.8,0.19,64
09/08/2020 08:00 EDT,64.6,0.00,56,95,1.6,296,5,67.8,0.19,63
09/08/2020 07:00 EDT,63.0,0.00,60,95,0.0,292,0,68.0,0.19,62
09/08/2020 06:00 EDT,62.1,0.00,60,96,3.8,270,0,68.2,0.19,61
09/08/2020 05:00 EDT,62.4,0.00,60,95,1.6,292,0,68.5,0.19,61
09/08/2020 04:00 EDT,61.7,0.00,42,93,2.2,306,0,68.7,0.19,60
09/08/2020 03:00 EDT,65.1,0.00,3,85,1.6,309,0,69.1,0.19,60
09/08/2020 02:00 EDT,67.5,0.00,0,81,1.6,317,0,69.1,0.19,61
09/08/2020 01:00 EDT,66.7,0.00,0,80,0.7,211,0,69.4,0.19,60
09/08/2020 00:00 EDT,67.1,0.00,0,78,1.6,216,0,69.8,0.19,60
09/07/2020 23:00 EDT,70.0,0.00,0,72,3.8,194,0,70.2,0.19,61
09/07/2020 22:00 EDT,69.6,0.00,0,72,2.2,191,0,70.3,0.19,60
09/07/2020 21:00 EDT,71.1,0.00,0,68,3.8,166,0,70.7,0.19,60
09/07/2020 20:00 EDT,71.8,0.00,0,64,2.2,213,0,71.1,0.19,59
09/07/2020 19:00 EDT,73.0,0.00,0,60,2.9,199,5,71.4,0.19,58
09/07/2020 18:00 EDT,74.8,0.00,0,58,2.9,215,13,71.6,0.19,59
09/07/2020 17:00 EDT,76.3,0.00,0,55,6.7,250,19,71.4,0.19,59
09/07/2020 16:00 EDT,77.9,0.00,0,55,2.9,205,23,71.2,0.19,60
09/07/2020 15:00 EDT,77.7,0.00,0,53,8.3,185,30,70.7,0.19,59
09/07/2020 14:00 EDT,77.5,0.00,0,56,6.0,164,34,70.0,0.19,61
09/07/2020 13:00 EDT,76.5,0.00,0,57,7.4,185,39,69.1,0.19,60
09/07/2020 12:00 EDT,76.8,0.00,0,57,6.0,173,36,68.0,0.19,60
09/07/2020 11:00 EDT,75.6,0.00,0,60,3.8,188,25,67.3,0.19,61
09/07/2020 10:00 EDT,71.1,0.00,0,67,12.8,159,14,66.9,0.19,60
09/07/2020 09:00 EDT,69.6,0.00,2,70,8.9,160,11,66.7,0.19,59
09/07/2020 08:00 EDT,68.2,0.00,2,70,6.7,184,2,66.7,0.19,58
09/07/2020 07:00 EDT,67.3,0.00,1,71,7.4,150,0,66.7,0.19,58
09/07/2020 06:00 EDT,67.1,0.00,9,71,8.9,170,0,66.9,0.19,57
09/07/2020 05:00 EDT,64.0,0.00,12,78,6.0,159,0,67.1,0.19,57
09/07/2020 04:00 EDT,62.4,0.00,12,85,5.1,143,0,67.5,0.19,58
09/07/2020 03:00 EDT,61.9,0.00,12,84,3.8,154,0,67.6,0.19,57
09/07/2020 02:00 EDT,63.1,0.00,16,81,5.1,145,0,68.2,0.19,57
09/07/2020 01:00 EDT,60.8,0.00,17,81,1.6,133,0,68.7,0.19,55
09/07/2020 00:00 EDT,61.7,0.00,43,80,1.6,154,0,69.3,0.19,55
09/06/2020 23:00 EDT,59.5,0.00,45,85,0.7,139,0,69.8,0.19,55
09/06/2020 22:00 EDT,57.6,0.00,60,90,0.0,284,0,70.5,0.19,55
09/06/2020 21:00 EDT,57.4,0.00,33,89,1.6,284,0,71.4,0.19,54
09/06/2020 20:00 EDT,60.6,0.00,4,80,0.7,154,1,72.3,0.19,54
09/06/2020 19:00 EDT,67.5,0.00,0,62,0.7,56,10,73.0,0.19,54
09/06/2020 18:00 EDT,71.2,0.00,0,52,4.5,100,26,73.6,0.19,53
09/06/2020 17:00 EDT,71.8,0.00,0,50,5.1,104,41,73.4,0.19,52
09/06/2020 16:00 EDT,72.3,0.00,0,49,3.8,65,46,73.2,0.19,52
09/06/2020 15:00 EDT,73.8,0.00,0,50,1.6,320,48,72.9,0.19,54
09/06/2020 14:00 EDT,71.6,0.00,0,55,1.6,124,45,72.0,0.19,55
09/06/2020 13:00 EDT,73.4,0.00,0,52,2.9,236,54,70.5,0.19,55
09/06/2020 12:00 EDT,70.3,0.00,0,58,3.8,140,59,68.7,0.19,55
09/06/2020 11:00 EDT,70.5,0.00,0,62,1.6,21,53,67.1,0.19,57
09/06/2020 10:00 EDT,67.5,0.00,0,75,3.8,279,41,66.0,0.19,59
09/06/2020 09:00 EDT,64.2,0.00,0,79,3.8,306,25,65.7,0.19,58
09/06/2020 08:00 EDT,61.3,0.00,13,83,0.7,264,9,65.8,0.19,56
09/06/2020 07:00 EDT,54.1,0.00,60,91,0.7,307,0,66.2,0.19,52
09/06/2020 06:00 EDT,54.3,0.00,56,91,0.7,314,0,66.7,0.19,52
09/06/2020 05:00 EDT,57.0,0.00,28,86,1.6,286,0,67.3,0.19,53
09/06/2020 04:00 EDT,58.5,0.00,29,86,0.7,263,0,67.5,0.19,54
09/06/2020 03:00 EDT,58.5,0.00,14,89,0.7,263,0,67.8,0.19,55
09/06/2020 02:00 EDT,59.2,0.00,5,84,0.7,223,0,68.0,0.19,54
09/06/2020 01:00 EDT,60.3,0.00,3,81,1.6,178,0,68.4,0.19,54
09/06/2020 00:00 EDT,61.2,0.00,0,77,2.9,188,0,68.7,0.19,54
09/05/2020 23:00 EDT,62.6,0.00,1,72,2.9,233,0,69.3,0.19,53
09/05/2020 22:00 EDT,63.7,0.00,5,68,6.0,282,0,69.6,0.19,53
09/05/2020 21:00 EDT,63.1,0.00,4,74,2.2,218,0,70.2,0.19,55
09/05/2020 20:00 EDT,65.3,0.00,0,67,2.9,263,0,70.7,0.19,54
09/05/2020 19:00 EDT,66.9,0.00,0,64,5.1,275,2,71.2,0.19,54
09/05/2020 18:00 EDT,67.5,0.00,0,64,4.5,270,7,71.8,0.19,55
09/05/2020 17:00 EDT,69.4,0.00,0,61,8.3,256,24,71.8,0.19,55
09/05/2020 16:00 EDT,71.8,0.00,0,55,8.9,251,26,71.6,0.19,55
09/05/2020 15:00 EDT,70.2,0.00,0,66,2.9,284,24,71.6,0.19,58
09/05/2020 14:00 EDT,67.8,0.00,18,71,2.2,206,22,71.6,0.19,58
09/05/2020 13:00 EDT,71.8,0.00,0,49,8.3,263,59,70.5,0.19,52
09/05/2020 12:00 EDT,71.4,0.00,0,50,7.4,271,57,68.7,0.19,52
09/05/2020 11:00 EDT,69.4,0.00,0,53,7.4,281,49,67.3,0.19,52
09/05/2020 10:00 EDT,69.3,0.00,0,59,5.1,236,38,66.2,0.19,54
09/05/2020 09:00 EDT,66.4,0.00,0,63,5.1,240,25,65.8,0.19,53
